id,date,store_id,product_id,quantity,revenue
336,2025-06-04,1,35,2,5998
337,2025-06-04,1,36,4,5996
338,2025-06-04,1,37,4,9196
339,2025-06-04,1,38,4,35996
340,2025-06-04,1,39,11,38489
341,2025-06-04,1,40,5,2995
342,2025-06-04,1,41,7,17493
343,2025-06-04,1,42,1,1799
344,2025-06-04,1,43,3,5997
345,2025-06-04,1,44,2,2598
346,2025-06-04,1,46,2,1598
347,2025-06-04,1,47,1,3499
348,2025-06-04,1,48,2,7998
349,2025-06-04,1,49,4,9996
350,2025-06-04,1,50,3,3897
351,2025-06-04,1,51,3,1497
352,2025-06-04,1,52,3,5997
353,2025-06-04,1,53,3,2697
354,2025-06-04,1,54,12,7188
355,2025-06-04,1,55,5,4495
356,2025-06-04,1,56,4,2796
357,2025-06-04,2,1,4,11996
358,2025-06-04,2,3,1,4999
359,2025-06-04,2,4,3,4497
360,2025-06-04,2,5,17,22083
361,2025-06-04,2,6,2,1798
362,2025-06-04,2,7,8,63992
363,2025-06-04,2,8,1,15999
364,2025-06-04,2,9,2,1198
365,2025-06-04,2,10,1,299
366,2025-06-04,2,11,1,2499
367,2025-06-04,2,12,2,798
368,2025-06-04,2,14,1,299
369,2025-06-04,2,15,6,29994
370,2025-06-04,2,16,4,3196
371,2025-06-04,2,17,2,7998
372,2025-06-04,2,18,4,7196
373,2025-06-04,2,19,8,151992
374,2025-06-04,2,21,8,19992
375,2025-06-04,2,22,7,38493
376,2025-06-04,2,23,2,9998
377,2025-06-04,2,24,1,3499
378,2025-06-04,2,25,9,44991
379,2025-06-04,2,26,2,39998
380,2025-06-04,2,27,1,1299
381,2025-06-04,2,28,1,1799
382,2025-06-04,2,29,8,19992
383,2025-06-04,2,30,2,7998
384,2025-06-04,2,31,5,9995
385,2025-06-04,2,32,6,53994
386,2025-06-04,2,33,2,25998
387,2025-06-04,2,34,6,113994
388,2025-06-04,2,35,4,11996
389,2025-06-04,2,36,3,4497
390,2025-06-04,2,37,9,20691
391,2025-06-04,2,38,1,8999
392,2025-06-04,2,39,6,20994
393,2025-06-04,2,40,3,1797
394,2025-06-04,2,41,7,17493
395,2025-06-04,2,42,1,1799
396,2025-06-04,2,43,1,1999
397,2025-06-04,2,44,2,2598
398,2025-06-04,2,46,2,1598
399,2025-06-04,2,47,1,3499
400,2025-06-04,2,48,2,7998
401,2025-06-04,2,49,4,9996
402,2025-06-04,2,50,2,2598
403,2025-06-04,2,51,3,1497
404,2025-06-04,2,52,2,3998
405,2025-06-04,2,53,2,1798
406,2025-06-04,2,54,9,5391
407,2025-06-04,2,55,7,6293
408,2025-06-04,2,56,7,4893
409,2025-06-04,3,1,4,11996
410,2025-06-04,3,3,2,9998
411,2025-06-04,3,4,2,2998
412,2025-06-04,3,5,9,11691
413,2025-06-04,3,6,2,1798
414,2025-06-04,3,7,6,47994
415,2025-06-04,3,8,1,15999
416,2025-06-04,3,9,2,1198
417,2025-06-04,3,11,1,2499
418,2025-06-04,3,12,5,1995
419,2025-06-04,3,14,1,299
420,2025-06-04,3,15,5,24995
421,2025-06-04,3,16,4,3196
422,2025-06-04,3,17,2,7998
423,2025-06-04,3,18,4,7196
424,2025-06-04,3,19,4,75996
425,2025-06-04,3,21,5,12495
426,2025-06-04,3,22,6,32994
427,2025-06-04,3,23,1,4999
428,2025-06-04,3,25,4,19996
429,2025-06-04,3,26,2,39998
430,2025-06-04,3,27,1,1299
431,2025-06-04,3,29,7,17493
432,2025-06-04,3,30,4,15996
433,2025-06-04,3,31,5,9995
434,2025-06-04,3,32,7,62993
435,2025-06-04,3,33,3,38997
436,2025-06-04,3,34,5,94995
437,2025-06-04,3,35,2,5998
438,2025-06-04,3,36,5,7495
439,2025-06-04,3,37,7,16093
440,2025-06-04,3,38,5,44995
441,2025-06-04,3,39,5,17495
442,2025-06-04,3,40,4,2396
443,2025-06-04,3,41,8,19992
444,2025-06-04,3,43,1,1999
445,2025-06-04,3,44,1,1299
446,2025-06-04,3,45,1,4999
447,2025-06-04,3,46,1,799
448,2025-06-04,3,47,1,3499
449,2025-06-04,3,48,2,7998
450,2025-06-04,3,49,1,2499
451,2025-06-04,3,50,4,5196
452,2025-06-04,3,51,1,499
453,2025-06-04,3,52,1,1999
454,2025-06-04,3,53,1,899
455,2025-06-04,3,54,4,2396
456,2025-06-04,3,55,4,3596
457,2025-06-04,3,56,3,2097
458,2025-06-04,4,1,6,17994
459,2025-06-04,4,2,1,1999
460,2025-06-04,4,3,4,19996
461,2025-06-04,4,4,3,4497
462,2025-06-04,4,5,16,20784
463,2025-06-04,4,6,2,1798
464,2025-06-04,4,7,8,63992
465,2025-06-04,4,8,1,15999
466,2025-06-04,4,9,4,2396
467,2025-06-04,4,10,1,299
468,2025-06-04,4,11,2,4998
469,2025-06-04,4,12,3,1197
470,2025-06-04,4,14,2,598
471,2025-06-04,4,15,5,24995
472,2025-06-04,4,16,5,3995
473,2025-06-04,4,17,1,3999
474,2025-06-04,4,18,5,8995
475,2025-06-04,4,19,6,113994
476,2025-06-04,4,21,10,24990
477,2025-06-04,4,22,7,38493
478,2025-06-04,4,23,5,24995
479,2025-06-04,4,24,1,3499
480,2025-06-04,4,25,10,49990
481,2025-06-04,4,26,4,79996
482,2025-06-04,4,27,1,1299
483,2025-06-04,4,28,1,1799
484,2025-06-04,4,29,14,34986
485,2025-06-04,4,30,6,23994
486,2025-06-04,4,31,9,17991
487,2025-06-04,4,32,8,71992
488,2025-06-04,4,33,5,64995
489,2025-06-04,4,34,10,189990
490,2025-06-04,4,35,5,14995
491,2025-06-04,4,36,7,10493
492,2025-06-04,4,37,5,11495
493,2025-06-04,4,38,6,53994
494,2025-06-04,4,39,6,20994
495,2025-06-04,4,40,5,2995
496,2025-06-04,4,41,8,19992
497,2025-06-04,4,43,3,5997
498,2025-06-04,4,44,1,1299
499,2025-06-04,4,45,1,4999
500,2025-06-04,4,46,1,799
501,2025-06-04,4,47,1,3499
502,2025-06-04,4,48,5,19995
503,2025-06-04,4,49,4,9996
504,2025-06-04,4,50,6,7794
505,2025-06-04,4,51,4,1996
506,2025-06-04,4,52,2,3998
507,2025-06-04,4,53,3,2697
508,2025-06-04,4,54,11,6589
509,2025-06-04,4,55,7,6293
510,2025-06-04,4,56,4,2796
511,2025-06-04,5,1,1,2999
512,2025-06-04,5,3,2,9998
513,2025-06-04,5,4,1,1499
514,2025-06-04,5,5,6,7794
515,2025-06-04,5,6,1,899
516,2025-06-04,5,7,5,39995
517,2025-06-04,5,8,1,15999
518,2025-06-04,5,9,3,1797
519,2025-06-04,5,11,1,2499
520,2025-06-04,5,12,3,1197
521,2025-06-04,5,14,1,299
522,2025-06-04,5,15,3,14997
523,2025-06-04,5,16,4,3196
524,2025-06-04,5,17,1,3999
525,2025-06-04,5,18,4,7196
526,2025-06-04,5,19,5,94995
527,2025-06-04,5,21,7,17493
528,2025-06-04,5,22,5,27495
529,2025-06-04,5,23,2,9998
530,2025-06-04,5,25,7,34993
531,2025-06-04,5,26,1,19999
532,2025-06-04,5,27,1,1299
533,2025-06-04,5,28,1,1799
534,2025-06-04,5,29,1,2499
535,2025-06-04,5,30,6,23994
536,2025-06-04,5,31,4,7996
537,2025-06-04,5,32,6,53994
538,2025-06-04,5,33,4,51996
539,2025-06-04,5,34,7,132993
540,2025-06-04,5,35,2,5998
541,2025-06-04,5,36,3,4497
542,2025-06-04,5,37,5,11495
543,2025-06-04,5,38,3,26997
544,2025-06-04,5,39,5,17495
545,2025-06-04,5,40,1,599
546,2025-06-04,5,41,6,14994
547,2025-06-04,5,43,2,3998
548,2025-06-04,5,44,1,1299
549,2025-06-04,5,46,1,799
550,2025-06-04,5,48,2,7998
551,2025-06-04,5,49,3,7497
552,2025-06-04,5,50,2,2598
553,2025-06-04,5,51,2,998
554,2025-06-04,5,52,2,3998
555,2025-06-04,5,53,2,1798
556,2025-06-04,5,54,4,2396
557,2025-06-04,5,55,6,5394
558,2025-06-04,5,56,3,2097
559,2025-06-04,6,1,5,14995
560,2025-06-04,6,3,1,4999
561,2025-06-04,6,4,2,2998
562,2025-06-04,6,5,5,6495
563,2025-06-04,6,7,7,55993
564,2025-06-04,6,9,4,2396
565,2025-06-04,6,11,1,2499
566,2025-06-04,6,12,6,2394
567,2025-06-04,6,14,1,299
568,2025-06-04,6,15,9,44991
569,2025-06-04,6,16,3,2397
570,2025-06-04,6,17,3,11997
571,2025-06-04,6,18,3,5397
572,2025-06-04,6,19,5,94995
573,2025-06-04,6,21,10,24990
574,2025-06-04,6,22,5,27495
575,2025-06-04,6,23,3,14997
576,2025-06-04,6,24,2,6998
577,2025-06-04,6,25,5,24995
578,2025-06-04,6,26,3,59997
579,2025-06-04,6,28,1,1799
580,2025-06-04,6,29,9,22491
581,2025-06-04,6,30,4,15996
582,2025-06-04,6,31,8,15992
583,2025-06-04,6,32,9,80991
584,2025-06-04,6,33,5,64995
585,2025-06-04,6,34,7,132993
586,2025-06-04,6,35,1,2999
587,2025-06-04,6,36,1,1499
588,2025-06-04,6,37,8,18392
589,2025-06-04,6,38,6,53994
590,2025-06-04,6,39,6,20994
591,2025-06-04,6,40,2,1198
592,2025-06-04,6,41,5,12495
593,2025-06-04,6,42,1,1799
594,2025-06-04,6,43,2,3998
595,2025-06-04,6,44,3,3897
596,2025-06-04,6,45,1,4999
597,2025-06-04,6,46,1,799
598,2025-06-04,6,47,1,3499
599,2025-06-04,6,48,1,3999
600,2025-06-04,6,49,11,27489
601,2025-06-04,6,50,3,3897
602,2025-06-04,6,51,3,1497
603,2025-06-04,6,52,2,3998
604,2025-06-04,6,53,1,899
605,2025-06-04,6,54,11,6589
606,2025-06-04,6,55,1,899
607,2025-06-04,6,56,7,4893
608,2025-06-05,1,1,14,41986
609,2025-06-05,1,3,3,14997
610,2025-06-05,1,4,2,2998
611,2025-06-05,1,5,11,14289
612,2025-06-05,1,6,2,1798
613,2025-06-05,1,7,7,55993
614,2025-06-05,1,8,1,15999
615,2025-06-05,1,9,3,1797
616,2025-06-05,1,11,2,4998
617,2025-06-05,1,12,3,1197
618,2025-06-05,1,14,2,598
619,2025-06-05,1,15,7,34993
620,2025-06-05,1,16,6,4794
621,2025-06-05,1,17,1,3999
622,2025-06-05,1,18,5,8995
623,2025-06-05,1,19,8,151992
624,2025-06-05,1,21,5,12495
625,2025-06-05,1,22,3,16497
626,2025-06-05,1,23,3,14997
627,2025-06-05,1,24,2,6998
628,2025-06-05,1,25,9,44991
629,2025-06-05,1,26,5,99995
630,2025-06-05,1,27,1,1299
631,2025-06-05,1,28,1,1799
632,2025-06-05,1,29,8,19992
633,2025-06-05,1,30,5,19995
634,2025-06-05,1,31,14,27986
635,2025-06-05,1,32,12,107988
636,2025-06-05,1,33,5,64995
637,2025-06-05,1,34,7,132993
638,2025-06-05,1,35,2,5998
639,2025-06-05,1,36,4,5996
640,2025-06-05,1,37,9,20691
641,2025-06-05,1,38,3,26997
642,2025-06-05,1,39,7,24493
643,2025-06-05,1,40,8,4792
644,2025-06-05,1,41,8,19992
645,2025-06-05,1,42,1,1799
646,2025-06-05,1,43,1,1999
647,2025-06-05,1,44,2,2598
648,2025-06-05,1,45,1,4999
649,2025-06-05,1,46,2,1598
650,2025-06-05,1,48,4,15996
651,2025-06-05,1,49,6,14994
652,2025-06-05,1,50,5,6495
653,2025-06-05,1,51,5,2495
654,2025-06-05,1,52,1,1999
655,2025-06-05,1,53,4,3596
656,2025-06-05,1,54,11,6589
657,2025-06-05,1,55,7,6293
658,2025-06-05,1,56,5,3495
659,2025-06-05,2,1,4,11996
660,2025-06-05,2,3,2,9998
661,2025-06-05,2,4,1,1499
662,2025-06-05,2,5,5,6495
663,2025-06-05,2,6,1,899
664,2025-06-05,2,7,5,39995
665,2025-06-05,2,8,1,15999
666,2025-06-05,2,9,3,1797
667,2025-06-05,2,11,1,2499
668,2025-06-05,2,12,3,1197
669,2025-06-05,2,14,1,299
670,2025-06-05,2,15,5,24995
671,2025-06-05,2,16,3,2397
672,2025-06-05,2,17,2,7998
673,2025-06-05,2,18,6,10794
674,2025-06-05,2,19,5,94995
675,2025-06-05,2,21,4,9996
676,2025-06-05,2,22,5,27495
677,2025-06-05,2,23,2,9998
678,2025-06-05,2,24,2,6998
679,2025-06-05,2,25,4,19996
680,2025-06-05,2,26,3,59997
681,2025-06-05,2,27,1,1299
682,2025-06-05,2,28,1,1799
683,2025-06-05,2,29,8,19992
684,2025-06-05,2,30,3,11997
685,2025-06-05,2,31,6,11994
686,2025-06-05,2,32,7,62993
687,2025-06-05,2,33,5,64995
688,2025-06-05,2,34,8,151992
689,2025-06-05,2,35,2,5998
690,2025-06-05,2,36,4,5996
691,2025-06-05,2,37,1,2299
692,2025-06-05,2,38,5,44995
693,2025-06-05,2,39,7,24493
694,2025-06-05,2,40,4,2396
695,2025-06-05,2,41,4,9996
696,2025-06-05,2,42,1,1799
697,2025-06-05,2,43,2,3998
698,2025-06-05,2,44,2,2598
699,2025-06-05,2,45,1,4999
700,2025-06-05,2,46,3,2397
701,2025-06-05,2,47,1,3499
702,2025-06-05,2,48,1,3999
703,2025-06-05,2,49,5,12495
704,2025-06-05,2,50,3,3897
705,2025-06-05,2,51,2,998
706,2025-06-05,2,52,1,1999
707,2025-06-05,2,53,2,1798
708,2025-06-05,2,54,11,6589
709,2025-06-05,2,55,5,4495
710,2025-06-05,2,56,4,2796
711,2025-06-05,3,1,8,23992
712,2025-06-05,3,3,1,4999
713,2025-06-05,3,4,1,1499
714,2025-06-05,3,5,10,12990
715,2025-06-05,3,6,1,899
716,2025-06-05,3,7,7,55993
717,2025-06-05,3,8,1,15999
718,2025-06-05,3,9,4,2396
719,2025-06-05,3,11,2,4998
720,2025-06-05,3,12,4,1596
721,2025-06-05,3,14,2,598
722,2025-06-05,3,15,7,34993
723,2025-06-05,3,16,3,2397
724,2025-06-05,3,17,1,3999
725,2025-06-05,3,18,2,3598
726,2025-06-05,3,19,5,94995
727,2025-06-05,3,21,3,7497
728,2025-06-05,3,22,6,32994
729,2025-06-05,3,23,2,9998
730,2025-06-05,3,24,1,3499
731,2025-06-05,3,25,4,19996
732,2025-06-05,3,26,3,59997
733,2025-06-05,3,27,1,1299
734,2025-06-05,3,28,1,1799
735,2025-06-05,3,29,8,19992
736,2025-06-05,3,30,3,11997
737,2025-06-05,3,31,4,7996
738,2025-06-05,3,32,9,80991
739,2025-06-05,3,33,3,38997
740,2025-06-05,3,34,8,151992
741,2025-06-05,3,35,3,8997
742,2025-06-05,3,36,6,8994
743,2025-06-05,3,37,5,11495
744,2025-06-05,3,38,5,44995
745,2025-06-05,3,39,1,3499
746,2025-06-05,3,40,4,2396
747,2025-06-05,3,41,6,14994
748,2025-06-05,3,43,1,1999
749,2025-06-05,3,44,1,1299
750,2025-06-05,3,46,1,799
751,2025-06-05,3,48,2,7998
752,2025-06-05,3,49,5,12495
753,2025-06-05,3,50,3,3897
754,2025-06-05,3,51,4,1996
755,2025-06-05,3,52,2,3998
756,2025-06-05,3,53,2,1798
757,2025-06-05,3,54,5,2995
758,2025-06-05,3,55,4,3596
759,2025-06-05,3,56,4,2796
760,2025-06-05,4,1,9,26991
761,2025-06-05,4,2,1,1999
762,2025-06-05,4,3,4,19996
763,2025-06-05,4,4,2,2998
764,2025-06-05,4,5,12,15588
765,2025-06-05,4,6,2,1798
766,2025-06-05,4,7,8,63992
767,2025-06-05,4,9,3,1797
768,2025-06-05,4,10,1,299
769,2025-06-05,4,11,2,4998
770,2025-06-05,4,12,7,2793
771,2025-06-05,4,13,1,499
772,2025-06-05,4,14,2,598
773,2025-06-05,4,15,9,44991
774,2025-06-05,4,16,6,4794
775,2025-06-05,4,18,4,7196
776,2025-06-05,4,19,5,94995
777,2025-06-05,4,21,8,19992
778,2025-06-05,4,22,4,21996
