id,snapshot_date,store_id,product_id,stock_quantity
84,2025-08-31,2,28,0
85,2025-08-31,2,29,0
86,2025-08-31,2,30,0
87,2025-08-31,2,31,0
88,2025-08-31,2,32,0
89,2025-08-31,2,33,0
90,2025-08-31,2,34,0
91,2025-08-31,2,35,0
92,2025-08-31,2,36,0
93,2025-08-31,2,37,0
94,2025-08-31,2,38,0
95,2025-08-31,2,39,0
96,2025-08-31,2,40,0
97,2025-08-31,2,41,0
98,2025-08-31,2,42,18
99,2025-08-31,2,43,0
100,2025-08-31,2,44,0
101,2025-08-31,2,45,0
102,2025-08-31,2,46,0
103,2025-08-31,2,47,0
104,2025-08-31,2,48,0
105,2025-08-31,2,49,0
106,2025-08-31,2,50,0
107,2025-08-31,2,51,0
108,2025-08-31,2,52,0
109,2025-08-31,2,53,0
110,2025-08-31,2,54,0
111,2025-08-31,2,55,0
112,2025-08-31,2,56,0
113,2025-08-31,3,1,0
114,2025-08-31,3,2,34
115,2025-08-31,3,3,0
116,2025-08-31,3,4,0
117,2025-08-31,3,5,0
118,2025-08-31,3,6,0
119,2025-08-31,3,7,45
120,2025-08-31,3,8,0
121,2025-08-31,3,9,0
122,2025-08-31,3,10,60
123,2025-08-31,3,11,0
124,2025-08-31,3,12,0
125,2025-08-31,3,13,58
126,2025-08-31,3,14,0
127,2025-08-31,3,15,0
128,2025-08-31,3,16,0
129,2025-08-31,3,17,0
130,2025-08-31,3,18,0
131,2025-08-31,3,19,0
132,2025-08-31,3,20,50
133,2025-08-31,3,21,0
134,2025-08-31,3,22,0
135,2025-08-31,3,23,0
136,2025-08-31,3,24,0
137,2025-08-31,3,25,0
138,2025-08-31,3,26,0
139,2025-08-31,3,27,1
140,2025-08-31,3,28,0
141,2025-08-31,3,29,0
142,2025-08-31,3,30,0
143,2025-08-31,3,31,0
144,2025-08-31,3,32,0
145,2025-08-31,3,33,0
146,2025-08-31,3,34,0
147,2025-08-31,3,35,0
148,2025-08-31,3,36,0
149,2025-08-31,3,37,0
150,2025-08-31,3,38,0
151,2025-08-31,3,39,0
152,2025-08-31,3,40,0
153,2025-08-31,3,41,0
154,2025-08-31,3,42,37
155,2025-08-31,3,43,0
156,2025-08-31,3,44,0
157,2025-08-31,3,45,0
158,2025-08-31,3,46,0
159,2025-08-31,3,47,0
160,2025-08-31,3,48,0
161,2025-08-31,3,49,0
162,2025-08-31,3,50,0
163,2025-08-31,3,51,0
164,2025-08-31,3,52,0
165,2025-08-31,3,53,0
166,2025-08-31,3,54,0
167,2025-08-31,3,55,0
168,2025-08-31,3,56,0
169,2025-08-31,4,1,0
170,2025-08-31,4,2,13
171,2025-08-31,4,3,0
172,2025-08-31,4,4,0
173,2025-08-31,4,5,0
174,2025-08-31,4,6,0
175,2025-08-31,4,7,0
176,2025-08-31,4,8,0
177,2025-08-31,4,9,0
178,2025-08-31,4,10,11
179,2025-08-31,4,11,0
180,2025-08-31,4,12,0
181,2025-08-31,4,13,1
182,2025-08-31,4,14,0
183,2025-08-31,4,15,0
184,2025-08-31,4,16,0
185,2025-08-31,4,17,0
186,2025-08-31,4,18,0
187,2025-08-31,4,19,0
188,2025-08-31,4,20,11
189,2025-08-31,4,21,0
190,2025-08-31,4,22,0
191,2025-08-31,4,23,0
192,2025-08-31,4,24,0
193,2025-08-31,4,25,0
194,2025-08-31,4,26,0
195,2025-08-31,4,27,0
196,2025-08-31,4,28,0
197,2025-08-31,4,29,0
198,2025-08-31,4,30,0
199,2025-08-31,4,31,0
200,2025-08-31,4,32,0
201,2025-08-31,4,33,0
202,2025-08-31,4,34,0
203,2025-08-31,4,35,0
204,2025-08-31,4,36,0
205,2025-08-31,4,37,0
206,2025-08-31,4,38,0
207,2025-08-31,4,39,0
208,2025-08-31,4,40,0
209,2025-08-31,4,41,0
210,2025-08-31,4,42,0
211,2025-08-31,4,43,0
212,2025-08-31,4,44,0
213,2025-08-31,4,45,0
214,2025-08-31,4,46,0
215,2025-08-31,4,47,0
216,2025-08-31,4,48,0
217,2025-08-31,4,49,0
218,2025-08-31,4,50,0
219,2025-08-31,4,51,0
220,2025-08-31,4,52,0
221,2025-08-31,4,53,0
222,2025-08-31,4,54,0
223,2025-08-31,4,55,0
224,2025-08-31,4,56,0
225,2025-08-31,5,1,0
226,2025-08-31,5,2,120
227,2025-08-31,5,3,0
228,2025-08-31,5,4,0
229,2025-08-31,5,5,0
230,2025-08-31,5,6,0
231,2025-08-31,5,7,0
232,2025-08-31,5,8,0
233,2025-08-31,5,9,0
234,2025-08-31,5,10,40
235,2025-08-31,5,11,0
236,2025-08-31,5,12,0
237,2025-08-31,5,13,61
238,2025-08-31,5,14,0
239,2025-08-31,5,15,0
240,2025-08-31,5,16,0
241,2025-08-31,5,17,0
242,2025-08-31,5,18,0
243,2025-08-31,5,19,0
244,2025-08-31,5,20,44
245,2025-08-31,5,21,0
246,2025-08-31,5,22,0
247,2025-08-31,5,23,0
248,2025-08-31,5,24,0
249,2025-08-31,5,25,0
250,2025-08-31,5,26,0
251,2025-08-31,5,27,0
252,2025-08-31,5,28,0
253,2025-08-31,5,29,0
254,2025-08-31,5,30,0
255,2025-08-31,5,31,0
256,2025-08-31,5,32,0
257,2025-08-31,5,33,0
258,2025-08-31,5,34,0
259,2025-08-31,5,35,0
260,2025-08-31,5,36,0
261,2025-08-31,5,37,0
262,2025-08-31,5,38,0
263,2025-08-31,5,39,0
264,2025-08-31,5,40,0
265,2025-08-31,5,41,0
266,2025-08-31,5,42,59
267,2025-08-31,5,43,0
268,2025-08-31,5,44,0
269,2025-08-31,5,45,0
270,2025-08-31,5,46,0
271,2025-08-31,5,47,5
272,2025-08-31,5,48,0
273,2025-08-31,5,49,0
274,2025-08-31,5,50,0
275,2025-08-31,5,51,0
276,2025-08-31,5,52,0
277,2025-08-31,5,53,0
278,2025-08-31,5,54,0
279,2025-08-31,5,55,0
280,2025-08-31,5,56,0
281,2025-08-31,6,1,0
282,2025-08-31,6,2,34
283,2025-08-31,6,3,0
284,2025-08-31,6,4,0
285,2025-08-31,6,5,0
286,2025-08-31,6,6,0
287,2025-08-31,6,7,0
288,2025-08-31,6,8,0
289,2025-08-31,6,9,0
290,2025-08-31,6,10,9
291,2025-08-31,6,11,0
292,2025-08-31,6,12,0
293,2025-08-31,6,13,14
294,2025-08-31,6,14,0
295,2025-08-31,6,15,0
296,2025-08-31,6,16,0
297,2025-08-31,6,17,0
298,2025-08-31,6,18,0
299,2025-08-31,6,19,0
300,2025-08-31,6,20,56
301,2025-08-31,6,21,0
302,2025-08-31,6,22,0
303,2025-08-31,6,23,0
304,2025-08-31,6,24,0
305,2025-08-31,6,25,0
306,2025-08-31,6,26,0
307,2025-08-31,6,27,0
308,2025-08-31,6,28,0
309,2025-08-31,6,29,0
310,2025-08-31,6,30,0
311,2025-08-31,6,31,0
312,2025-08-31,6,32,0
313,2025-08-31,6,33,0
314,2025-08-31,6,34,0
315,2025-08-31,6,35,0
316,2025-08-31,6,36,0
317,2025-08-31,6,37,0
318,2025-08-31,6,38,0
319,2025-08-31,6,39,0
320,2025-08-31,6,40,0
321,2025-08-31,6,41,0
322,2025-08-31,6,42,7
323,2025-08-31,6,43,0
324,2025-08-31,6,44,0
325,2025-08-31,6,45,0
326,2025-08-31,6,46,0
327,2025-08-31,6,47,0
328,2025-08-31,6,48,0
329,2025-08-31,6,49,0
330,2025-08-31,6,50,0
331,2025-08-31,6,51,0
332,2025-08-31,6,52,0
333,2025-08-31,6,53,0
334,2025-08-31,6,54,0
335,2025-08-31,6,55,0
336,2025-08-31,6,56,0
